catalog_skill_count,catalog_tool_count,composite_score,condition,elapsed_seconds,exact_route_match,forbidden_violation_count,gold_needs_clarification,model,num_ctx,num_predict,ollama_done_reason,ollama_eval_count,ollama_prompt_eval_count,parse_error,preselect,prompt_chars,prompt_sha256,prompt_words,raw_response,required_hit_count,required_recall,required_total,run_id,selected_confidence,selected_needs_clarification,skill_recall,split,task_family,task_id,temperature,unnecessary_tool_count,wrong_clarification_flag
0,3,1.0,mission_brief_3tool_hand_prompt_all,0.876,True,0,False,llama3:latest,8192,512,stop,63,1076,,False,4653,71abe42e1013ad5a34909f53dd31461958cff0a79a9ba9decc8a834267d20da6,583,"{
  ""selected_tools"": [""brief_drafter""],
  ""needs_clarification"": false,
  ""rationale"": ""The task request is to rewrite a provided sentence as a concise mission update, which can be handled by the brief_drafter tool."",
  ""confidence"": ""high""
}",1,1.0,1,2026-06-13T165105Z,high,False,1.0,train,inline_rewrite,mb3-011,0.0,0,False
0,3,0.75,mission_brief_3tool_hand_prompt_all,0.79,False,0,True,llama3:latest,8192,512,stop,53,1062,,False,4585,8a44a87b7520d0fb764f79ed69a4e1e6b2dff84e4e59b29eea879abb3d365438,577,"{
  ""selected_tools"": [""human_review_gate""],
  ""needs_clarification"": false,
  ""rationale"": ""The evidence state is missing, so I'm choosing to escalate to a human for review."",
  ""confidence"": ""high""
}",1,1.0,1,2026-06-13T165105Z,high,False,1.0,train,missing_evidence,mb3-012,0.0,0,True
0,3,0.15,mission_brief_3tool_hand_prompt_all,0.869,False,0,True,llama3:latest,8192,512,stop,64,1066,,False,4601,26d463143be7e75de4f706b1027006c30af2ef76e17a70449a3588024c7d0199,581,"{
  ""selected_tools"": [""brief_drafter"", ""human_review_gate""],
  ""needs_clarification"": false,
  ""rationale"": ""The conflicting evidence state requires human review to ensure accuracy, and a brief needs to be drafted to summarize the findings."",
  ""confidence"": ""medium""
}",1,0.5,2,2026-06-13T165105Z,medium,False,1.0,train,evidence_conflict,mb3-013,0.0,1,True
0,3,0.65,mission_brief_3tool_hand_prompt_all,0.951,False,0,True,llama3:latest,8192,512,stop,79,1058,,False,4568,60213b453e24c7cd96b0b983cb9c91868c3654bcec81ce0ab1407018b842e501,576,"{
  ""selected_tools"": [""brief_drafter"", ""human_review_gate""],
  ""needs_clarification"": false,
  ""rationale"": ""The task request is clear and concise, so I'll use brief_drafter to draft the update. Since there's evidence provided, human_review_gate will ensure a human reviews the output."",
  ""confidence"": ""medium""
}",1,1.0,1,2026-06-13T165105Z,medium,False,1.0,train,authority_boundary,mb3-014,0.0,1,True
0,3,0.15,mission_brief_3tool_hand_prompt_all,0.926,False,0,True,llama3:latest,8192,512,stop,74,1062,,False,4586,0a168b08d25ac227256c73c1b98caf44143fe2989f1faf5cfd54ffa16fb99cb9,578,"{
  ""selected_tools"": [""brief_drafter"", ""human_review_gate""],
  ""needs_clarification"": false,
  ""rationale"": ""The sensitive evidence state and risk tags suggest human review is necessary, so I'm selecting the brief drafter to draft a concise summary and then stopping for human review."",
  ""confidence"": ""medium""
}",1,0.5,2,2026-06-13T165105Z,medium,False,1.0,train,sensitive_handling,mb3-015,0.0,1,True
0,3,1.0,mission_brief_3tool_hand_prompt_all,0.984,True,0,False,llama3:latest,8192,512,stop,79,1065,,False,4604,dafe740794fa4dd3117413804c6c107cded685853d2b567dae9aa237c189b149,580,"{
  ""selected_tools"": [""evidence_reader"", ""brief_drafter""],
  ""needs_clarification"": false,
  ""rationale"": ""The task request is clear and evidence is provided, so I'll use `evidence_reader` to read the synthetic packet material and then draft a brief with `brief_drafter`."",
  ""confidence"": ""medium""
}",2,1.0,2,2026-06-13T165105Z,medium,False,1.0,heldout,eval_note,mb3-016,0.0,0,False
0,3,0.9,mission_brief_3tool_hand_prompt_all,0.778,False,0,False,llama3:latest,8192,512,stop,60,1065,,False,4607,a9e4f6951e016ce44073bc1edf1e1b716356e749b131d1db8d80841502fce4d1,580,"{
  ""selected_tools"": [""evidence_reader"", ""brief_drafter""],
  ""needs_clarification"": false,
  ""rationale"": ""The evidence is provided and supports the request, so we can draft a brief based on that."",
  ""confidence"": ""medium""
}",1,1.0,1,2026-06-13T165105Z,medium,False,1.0,heldout,evidence_lookup,mb3-017,0.0,1,False
0,3,1.0,mission_brief_3tool_hand_prompt_all,0.907,True,0,False,llama3:latest,8192,512,stop,71,1070,,False,4623,cba288ba7dea1b0ca2cdad91b00b8622103166c7b2130f95e8562645a856ec96,581,"{
  ""selected_tools"": [""brief_drafter"", ""evidence_reader""],
  ""needs_clarification"": false,
  ""rationale"": ""The task request is clear and evidence is provided, so I'll use brief_drafter to draft the update and evidence_reader to support the claim."",
  ""confidence"": ""medium""
}",2,1.0,2,2026-06-13T165105Z,medium,False,1.0,heldout,brief_from_evidence,mb3-018,0.0,0,False
0,3,1.0,mission_brief_3tool_hand_prompt_all,0.847,True,0,False,llama3:latest,8192,512,stop,62,1076,,False,4653,7548fee1024bbb11cda9ab95e4b70e31293545d41cf38fed992c21671f20e242,583,"{
  ""selected_tools"": [""brief_drafter""],
  ""needs_clarification"": false,
  ""rationale"": ""The evidence state is 'inline_only', so there's no need to read additional evidence, and a brief can be drafted directly."",
  ""confidence"": ""high""
}",1,1.0,1,2026-06-13T165105Z,high,False,1.0,heldout,inline_rewrite,mb3-019,0.0,0,False
0,3,0.75,mission_brief_3tool_hand_prompt_all,0.727,False,0,True,llama3:latest,8192,512,stop,53,1062,,False,4581,08dfe82f53939df728661acb3690b6a7bd52950d1423b880ad12ba41faed221a,576,"{
  ""selected_tools"": [""human_review_gate""],
  ""needs_clarification"": false,
  ""rationale"": ""The evidence state is missing, so I'm choosing to escalate to a human for review."",
  ""confidence"": ""high""
}",1,1.0,1,2026-06-13T165105Z,high,False,1.0,heldout,missing_evidence,mb3-020,0.0,0,True
0,3,0.15,mission_brief_3tool_hand_prompt_all,0.853,False,0,True,llama3:latest,8192,512,stop,65,1066,,False,4603,f3735ed0da6331b8e772cb636cdabd7c530f7ae92fa6a36cf26f8b46ad2840b1,581,"{
  ""selected_tools"": [""brief_drafter"", ""human_review_gate""],
  ""needs_clarification"": false,
  ""rationale"": ""The conflicting evidence state requires human review to ensure accuracy, and a brief needs to be drafted based on the provided information."",
  ""confidence"": ""medium""
}",1,0.5,2,2026-06-13T165105Z,medium,False,1.0,heldout,evidence_conflict,mb3-021,0.0,1,True
0,3,0.65,mission_brief_3tool_hand_prompt_all,1.128,False,0,True,llama3:latest,8192,512,stop,100,1058,,False,4568,fc8cb1579963261d8dcf250344c7f0b6308a37252a9fc7eba24765e37cbdc8bc,576,"{
  ""selected_tools"": [""brief_drafter"", ""human_review_gate""],
  ""needs_clarification"": false,
  ""rationale"": ""The task request is clear and concise, so I'll use brief_drafter to draft the update. Since the evidence state is 'provided', I don't need to read the evidence first. However, since the risk tags include 'human_review', I'll stop and escalate for human review."",
  ""confidence"": ""medium""
}",1,1.0,1,2026-06-13T165105Z,medium,False,1.0,heldout,authority_boundary,mb3-022,0.0,1,True
0,3,0.25,mission_brief_3tool_hand_prompt_all,0.752,False,0,True,llama3:latest,8192,512,stop,51,1062,,False,4586,b47433ee32bd8814243d1d4f1a86396fed919227e7106937ef31fd4aef5c0a54,578,"{
  ""selected_tools"": [""human_review_gate""],
  ""needs_clarification"": false,
  ""rationale"": ""The evidence state is sensitive, and human review is required to ensure proper handling."",
  ""confidence"": ""high""
}",1,0.5,2,2026-06-13T165105Z,high,False,1.0,heldout,sensitive_handling,mb3-023,0.0,0,True
0,3,1.0,mission_brief_3tool_hand_prompt_all,0.828,True,0,False,llama3:latest,8192,512,stop,62,1065,,False,4604,7220cd12b1b0a33cd2df3a8d6e16849ce987b2e45c6f0d0fc44859ea9d051771,580,"{
  ""selected_tools"": [""evidence_reader"", ""brief_drafter""],
  ""needs_clarification"": false,
  ""rationale"": ""The task request is clear and evidence is provided, so we can read the evidence and draft a brief."",
  ""confidence"": ""medium""
}",2,1.0,2,2026-06-13T165105Z,medium,False,1.0,heldout,eval_note,mb3-024,0.0,0,False
